Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,R - Rig,Rigori,Rig T,Amm.,Esp.,Reti,Assist,R + A,R - Rig,R + A - Rig,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Partite
405,Andrea Papetti\4195b8b6,it ITA,Dif,Brescia,17,2002,11,10,917,10.2,1,0,1,0,0,5,0,010,000,010,010,010,0.1,0.1,0.1,02,001,001,002,001,002,Partite
406,Lucas Paquetá\9b6f7fd5,br BRA,CenAtt,Milan,21,1997,24,12,1.103,12.3,0,1,0,0,0,7,0,000,008,008,000,008,2.1,2.1,1.2,33,017,009,027,017,027,Partite
407,Marco Parolo\ed5886d2,it ITA,Cen,Lazio,34,1985,29,17,1.700,18.9,1,0,1,0,0,8,0,005,000,005,005,005,1.0,1.0,0.5,15,005,003,008,005,008,Partite
408,Mario Pašalić\e599253a,hr CRO,CenAtt,Atalanta,24,1995,35,30,2.417,26.9,9,5,9,0,0,6,0,034,019,052,034,052,10.1,10.1,3.0,131,038,011,049,037,049,Partite
409,Javier Pastore\881ef58c,ar ARG,Cen,Roma,30,1989,11,5,514,5.7,0,1,0,0,0,0,0,000,018,018,000,018,1.6,1.6,0.7,23,028,012,040,028,040,Partite
410,Patric\f7223718,es ESP,Dif,Lazio,26,1993,21,19,1.670,18.6,0,0,0,0,0,2,1,000,000,000,000,000,0.1,0.1,0.2,03,001,001,002,001,002,Partite
411,Leonardo Pavoletti\d37b0350,it ITA,Att,Cagliari,30,1988,2,1,45,0.5,0,0,0,0,0,0,0,000,000,000,000,000,0.1,0.1,0.0,01,018,000,018,018,018,Partite
412,Nehuén Paz\42b1a58a,ar ARG,Dif,Lecce,26,1993,13,10,844,9.4,0,0,0,0,0,4,0,000,000,000,000,000,0.2,0.2,0.0,02,003,000,003,003,003,Partite
413,Nehuén Paz\42b1a58a,ar ARG,Dif,Bologna,26,1993,3,1,119,1.3,0,1,0,0,0,1,0,000,076,076,000,076,0.3,0.3,0.0,04,024,003,028,024,028,Partite
414,Giampaolo Pazzini\6ca663b4,it ITA,Att,Hellas Verona,34,1984,15,1,307,3.4,4,0,1,3,3,0,0,117,000,117,029,029,3.9,1.6,0.2,18,114,006,120,047,053,Partite
415,Pedro\1ab6fad3,br BRA,Att,Fiorentina,22,1997,4,0,63,0.7,0,0,0,0,0,0,0,000,000,000,000,000,0.4,0.4,0.0,04,050,003,053,050,053,Partite
416,João Pedro\81255c03,it ITA,AttCen,Cagliari,27,1992,36,35,3.151,35.0,18,4,14,4,6,6,0,051,011,063,040,051,13.6,9.0,2.8,118,039,008,047,026,034,Partite
417,Daouda Peeters\e83f8ebb,be BEL,Cen,Juventus,20,1999,1,0,15,0.2,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
418,Gianluca Pegolo\f058ed1f,it ITA,Por,Sassuolo,38,1981,5,5,450,5.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
419,Lorenzo Pellegrini\4a5a45c7,it ITA,Cen,Roma,23,1996,27,26,2.097,23.3,1,9,1,0,0,8,1,004,039,043,004,043,4.0,4.0,8.3,123,017,036,053,017,053,Partite
420,Luca Pellegrini\3b61c9ec,it ITA,Dif,Cagliari,20,1999,24,22,1.908,21.2,0,5,0,0,0,10,0,000,024,024,000,024,0.6,0.6,2.4,30,003,011,014,003,014,Partite
421,Federico Peluso\4f2908e5,it ITA,Dif,Sassuolo,35,1984,23,17,1.513,16.8,0,2,0,0,0,5,1,000,012,012,000,012,0.8,0.8,0.1,09,005,001,005,005,005,Partite
422,Gastón Pereiro\7ec7738e,uy URU,CenAtt,Cagliari,24,1995,10,4,348,3.9,1,0,1,0,0,3,0,026,000,026,026,026,0.8,0.8,0.3,12,021,009,030,021,030,Partite
423,Bruno Peres\852351df,br BRA,Dif,Roma,29,1990,16,12,1.056,11.7,2,2,2,0,0,3,0,017,017,034,017,034,1.1,1.1,1.3,25,010,011,021,010,021,Partite
424,Carles Pérez\a8f21b9f,es ESP,AttCen,Roma,21,1998,14,5,566,6.3,1,3,1,0,0,2,0,016,048,064,016,064,1.7,1.7,1.2,29,027,019,046,027,046,Partite
425,Mattia Perin\4c62d0c8,it ITA,Por,Genoa,26,1992,21,21,1.890,21.0,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.1,01,000,001,001,000,001,Partite
426,Diego Perotti\a40d5a0c,ar ARG,AttCen,Roma,31,1988,21,10,875,9.7,5,3,1,4,4,3,1,051,031,082,010,041,4.0,1.0,2.6,36,042,026,068,010,037,Partite
427,Matteo Pessina\780e3631,it ITA,CenAtt,Hellas Verona,22,1997,35,27,2.489,27.7,7,0,7,0,0,7,0,025,000,025,025,025,4.8,4.8,1.3,61,017,005,022,017,022,Partite
428,Andrea Petagna\03f946ed,it ITA,Att,SPAL,24,1995,36,33,3.032,33.7,12,1,7,5,7,5,0,036,003,039,021,024,12.9,7.6,3.4,110,038,010,048,023,033,Partite
429,Jacopo Petriccione\909bce7f,it ITA,Cen,Lecce,24,1995,31,24,2.138,23.8,0,5,0,0,0,10,0,000,021,021,000,021,0.5,0.5,2.2,27,002,009,011,002,011,Partite
430,Germán Pezzella\8c725b43,ar ARG,Dif,Fiorentina,28,1991,33,33,2.830,31.4,3,1,3,0,0,12,0,010,003,013,010,013,2.7,2.7,0.3,30,009,001,010,009,010,Partite
431,Giuseppe Pezzella\149c5f5d,it ITA,Dif,Parma,21,1997,22,8,949,10.5,0,0,0,0,0,2,0,000,000,000,000,000,0.1,0.1,0.2,03,001,002,003,001,003,Partite
432,Giuseppe Pezzella\149c5f5d,it ITA,Dif,Udinese,21,1997,1,1,80,0.9,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,002,002,000,002,Partite
433,Krzysztof Piątek\17f3620a,pl POL,Att,Milan,24,1995,18,14,1.183,13.1,4,0,1,3,3,1,0,030,000,030,008,008,6.2,3.9,0.9,49,047,007,054,030,037,Partite
434,Stefano Piccinini\6010ba04,it ITA,Dif,Sassuolo,16,2002,1,0,9,0.1,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,029,029,000,029,Partite
435,Roberto Piccoli\1cadaf34,it ITA,Att,Atalanta,18,2001,1,0,17,0.2,0,0,0,0,0,0,0,000,000,000,000,000,0.4,0.4,0.0,04,187,014,201,187,201,Partite
436,Andrea Pinamonti\08aa9cd1,it ITA,Att,Genoa,20,1999,32,23,2.236,24.8,5,1,4,1,2,1,0,020,004,024,016,020,6.7,4.9,0.6,56,027,002,029,020,022,Partite
437,Simone Pinna\6523afa4,it ITA,Dif,Cagliari,21,1997,1,1,90,1.0,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.1,01,000,015,015,000,015,Partite
438,Carlo Pinsoglio\f6a06749,it ITA,Por,Juventus,29,1990,1,0,19,0.2,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
439,Lorenzo Pirola\caec77da,it ITA,Dif,Inter,17,2002,1,0,12,0.1,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
440,Fabio Pisacane\56400c01,it ITA,Dif,Cagliari,33,1986,30,28,2.442,27.1,1,0,1,0,0,8,1,004,000,004,004,004,0.7,0.7,0.3,10,002,001,004,002,004,Partite
441,Miralem Pjanić\ad6df2d5,ba BIH,Cen,Juventus,29,1990,30,28,2.277,25.3,3,6,3,0,0,10,0,012,024,036,012,036,1.0,1.0,3.3,43,004,013,017,004,017,Partite
442,Andrea Poli\b3fd7075,it ITA,Cen,Bologna,29,1989,28,22,1.919,21.3,2,0,2,0,0,5,0,009,000,009,009,009,2.0,2.0,1.7,37,009,008,017,009,017,Partite
443,Matteo Politano\5e861944,it ITA,Att,Napoli,25,1993,15,9,743,8.3,2,2,2,0,0,1,0,024,024,048,024,048,1.9,1.9,1.5,33,023,018,040,023,040,Partite
444,Matteo Politano\5e861944,it ITA,AttCen,Inter,25,1993,11,2,259,2.9,0,0,0,0,0,0,0,000,000,000,000,000,0.9,0.9,0.6,15,030,021,051,030,051,Partite
445,Erick Pulgar\4611e028,cl CHI,Cen,Fiorentina,25,1994,37,32,2.950,32.8,7,6,0,7,8,9,0,021,018,040,000,018,7.5,1.4,6.7,81,023,021,043,004,025,Partite
446,Ignacio Pussetto\62437b4f,ar ARG,AttDif,Udinese,23,1995,12,2,341,3.8,1,0,1,0,0,1,0,026,000,026,026,026,0.7,0.7,0.8,15,018,020,038,018,038,Partite
447,Fabio Quagliarella\ee4f2f3b,it ITA,Att,Sampdoria,36,1983,28,26,2.275,25.3,11,3,6,5,7,2,0,044,012,055,024,036,13.1,7.8,4.4,122,052,018,069,031,048,Partite
448,Adrien Rabiot\8794e251,fr FRA,Cen,Juventus,24,1995,28,21,1.912,21.2,1,1,1,0,0,7,1,005,005,009,005,009,1.0,1.0,0.8,18,005,004,008,005,008,Partite
449,Ivan Radovanović\023937a9,rs SRB,Cen,Genoa,30,1988,19,15,1.318,14.6,0,1,0,0,0,3,0,000,007,007,000,007,0.8,0.8,0.6,14,005,004,010,005,010,Partite
450,Ionuț Radu\67f649be,ro ROU,Por,Genoa,22,1997,17,17,1.530,17.0,0,1,0,0,0,1,0,000,006,006,000,006,0.0,0.0,0.1,01,000,000,000,000,000,Partite
451,Ștefan Radu\53de807a,ro ROU,Dif,Lazio,32,1986,29,28,2.306,25.6,1,0,1,0,0,8,0,004,000,004,004,004,0.2,0.2,0.7,10,001,003,004,001,004,Partite
452,Boris Radunović\0dfce079,rs SRB,Por,Hellas Verona,23,1996,3,3,270,3.0,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
453,Rafael\dd06d56c,br BRA,Por,Cagliari,37,1982,6,5,454,5.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
454,Daniele Ragatzu\282b3a4d,it ITA,CenAtt,Cagliari,27,1991,13,2,313,3.5,1,0,1,0,0,1,0,029,000,029,029,029,0.6,0.6,0.8,14,017,024,041,017,041,Partite
455,Gastón Ramírez\2c851997,uy URU,CenAtt,Sampdoria,28,1990,26,19,1.392,15.5,7,2,4,3,3,5,0,045,013,058,026,039,6.2,3.9,3.1,71,040,020,060,026,046,Partite
456,Aaron Ramsey\ef619b0b,wls WAL,Cen,Juventus,28,1990,24,11,1.051,11.7,3,1,3,0,0,2,0,026,009,034,026,034,2.7,2.7,1.6,43,023,014,037,023,037,Partite
457,Luca Ranieri\8c63fae5,it ITA,Dif,Fiorentina,20,1999,3,2,232,2.6,0,0,0,0,0,2,1,000,000,000,000,000,0.1,0.1,0.7,08,004,027,030,004,030,Partite
458,Andrea Ranocchia\539230cf,it ITA,Dif,Inter,31,1988,7,5,526,5.8,0,0,0,0,0,3,0,000,000,000,000,000,0.3,0.3,0.0,03,005,000,005,005,005,Partite
459,Giacomo Raspadori\6e058f06,it ITA,CenAtt,Sassuolo,19,2000,11,2,264,2.9,2,0,2,0,0,0,0,068,000,068,068,068,1.8,1.8,0.2,20,061,006,068,061,068,Partite
460,Ante Rebić\536cebe5,hr CRO,Att,Milan,25,1993,26,15,1.395,15.5,11,3,11,0,0,5,0,071,019,090,071,090,6.8,6.8,2.9,97,044,019,062,044,062,Partite
461,Arkadiusz Reca\6213fd82,pl POL,Dif,SPAL,24,1995,25,22,1.928,21.4,0,2,0,0,0,2,0,000,009,009,000,009,1.9,1.9,1.7,36,009,008,017,009,017,Partite
462,Vasco Regini\339c6ed4,it ITA,Dif,Sampdoria,28,1990,3,2,174,1.9,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,001,001,000,001,Partite
463,Vasco Regini\339c6ed4,it ITA,Dif,Parma,28,1990,2,0,51,0.6,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
464,Pepe Reina\e358587b,es ESP,Por,Milan,36,1982,1,1,90,1.0,0,0,0,0,0,0,1,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
465,Franck Ribéry\f61c7c4e,fr FRA,Att,Fiorentina,36,1983,21,19,1.409,15.7,3,3,3,0,0,3,0,019,019,038,019,038,2.8,2.8,3.9,68,018,025,043,018,043,Partite
466,Davide Riccardi\7b4b9221,it ITA,Dif,Lecce,23,1996,1,0,20,0.2,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
467,Emiliano Rigoni\a1216563,ar ARG,CenAtt,Sampdoria,26,1993,8,4,431,4.8,0,1,0,0,0,2,0,000,021,021,000,021,1.2,1.2,0.7,19,025,015,040,025,040,Partite
468,Tomás Rincón\f1cfc209,ve VEN,Cen,Torino,31,1988,32,31,2.702,30.0,1,3,1,0,0,10,0,003,010,013,003,013,0.9,0.9,1.7,26,003,006,009,003,009,Partite
469,Andrea Rispoli\39ee6cb6,it ITA,Dif,Lecce,30,1988,28,20,1.909,21.2,0,0,0,0,0,6,0,000,000,000,000,000,0.8,0.8,1.2,20,004,006,010,004,010,Partite
470,Ricardo Rodríguez\7f78ad23,ch SUI,Dif,Milan,26,1992,5,5,386,4.3,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.1,01,001,003,003,001,003,Partite
471,Marko Rog\b6b2b820,hr CRO,Cen,Cagliari,24,1995,30,28,2.317,25.7,1,1,1,0,0,10,0,004,004,008,004,008,2.0,2.0,1.7,37,008,007,014,008,014,Partite
472,Rogério\10e7f486,br BRA,Dif,Sassuolo,21,1998,15,12,1.015,11.3,1,1,1,0,0,6,0,009,009,018,009,018,0.4,0.4,1.2,16,004,010,014,004,014,Partite
473,Filippo Romagna\84594618,it ITA,Dif,Sassuolo,22,1997,18,16,1.477,16.4,0,0,0,0,0,3,0,000,000,000,000,000,0.1,0.1,0.2,03,001,001,002,001,002,Partite
474,Alessio Romagnoli\3ead85f9,it ITA,Dif,Milan,24,1995,35,35,3.091,34.3,1,0,1,0,0,4,0,003,000,003,003,003,1.5,1.5,0.6,21,004,002,006,004,006,Partite
475,Cristian Romero\a3d94a58,ar ARG,Dif,Genoa,21,1998,30,30,2.577,28.6,1,1,0,1,1,15,1,003,003,007,000,003,2.3,1.5,0.5,21,008,002,010,005,007,Partite
476,Rômulo\07abb358,it ITA,Cen,Brescia,32,1987,22,19,1.723,19.1,1,3,1,0,0,3,0,005,016,021,005,021,2.1,2.1,1.0,32,011,005,017,011,017,Partite
477,Rômulo\07abb358,it ITA,Dif,Genoa,32,1987,1,0,20,0.2,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
478,Cristiano Ronaldo\dea698d9,pt POR,Att,Juventus,34,1985,33,33,2.917,32.4,31,5,19,12,13,3,0,096,015,111,059,074,26.7,16.8,5.1,219,082,016,098,052,068,Partite
479,Marten de Roon\2a1beb34,nl NED,Cen,Atalanta,28,1991,35,29,2.721,30.2,2,5,2,0,0,12,0,007,017,023,007,023,1.7,1.7,2.1,39,006,007,013,006,013,Partite
480,Antonio Rosati\28a15394,it ITA,Por,Torino,36,1983,1,1,90,1.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
481,Luca Rossettini\47a500ae,it ITA,Dif,Lecce,34,1985,26,25,2.261,25.1,0,2,0,0,0,5,0,000,008,008,000,008,0.1,0.1,0.9,11,000,004,004,000,004,Partite
482,Francesco Rossi\7b5f516f,it ITA,Por,Atalanta,28,1991,1,0,11,0.1,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
483,Nicolò Rovella\e58cbfd5,it ITA,Cen,Genoa,17,2001,2,1,105,1.2,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,001,000,001,001,001,Partite
484,Amir Rrahmani\4b3e1a38,xk KVX,Dif,Hellas Verona,25,1994,36,36,3.228,35.9,0,1,0,0,0,5,0,000,003,003,000,003,3.0,3.0,0.8,38,008,002,011,008,011,Partite
485,Dion Ruffo Luci\f239e6dd,it ITA,Cen,Bologna,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
486,Daniele Rugani\14b8fcdf,it ITA,Dif,Juventus,25,1994,10,7,690,7.7,0,0,0,0,0,2,0,000,000,000,000,000,0.3,0.3,0.0,03,004,000,004,004,004,Partite
487,Mário Rui\0b5a292a,pt POR,Dif,Napoli,28,1991,24,22,1.966,21.8,0,2,0,0,0,8,0,000,009,009,000,009,1.2,1.2,3.3,45,005,015,020,005,020,Partite
488,Fabián Ruiz Peña\c0c7ff58,es ESP,Cen,Napoli,23,1996,33,30,2.684,29.8,3,6,3,0,0,2,0,010,020,030,010,030,3.1,3.1,4.8,79,010,016,027,010,027,Partite
489,Stefano Sabelli\0ccac09c,it ITA,Dif,Brescia,26,1993,36,36,3.168,35.2,0,3,0,0,0,5,0,000,009,009,000,009,0.6,0.6,3.6,42,002,010,012,002,012,Partite
490,Alexis Saelemaekers\ee251371,be BEL,AttDif,Milan,20,1999,13,6,684,7.6,1,0,1,0,0,4,1,013,000,013,013,013,0.8,0.8,0.9,17,010,012,023,010,023,Partite
491,Jacopo Sala\da5a981b,it ITA,Dif,SPAL,27,1991,16,9,853,9.5,0,0,0,0,0,1,0,000,000,000,000,000,0.5,0.5,0.3,07,005,003,008,005,008,Partite
492,Bartosz Salamon\9b30df1e,pl POL,Dif,SPAL,28,1991,7,3,344,3.8,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
493,Eddie Salcedo\0489bb30,it ITA,AttCen,Hellas Verona,17,2001,17,7,680,7.6,1,0,1,0,0,0,0,013,000,013,013,013,1.5,1.5,1.6,31,020,021,041,020,041,Partite
494,Antonio Sanabria\0a447501,py PAR,Att,Genoa,23,1996,24,16,1.387,15.4,6,2,6,0,0,3,0,039,013,052,039,052,3.7,3.7,1.9,56,024,012,037,024,037,Partite
495,Alexis Sánchez\2c0f8e9e,cl CHI,Att,Inter,30,1988,22,10,923,10.3,4,8,3,1,1,4,1,039,078,117,029,107,4.3,3.5,3.4,69,042,033,075,035,067,Partite
496,Alex Sandro\0d82903c,br BRA,Dif,Juventus,28,1991,29,27,2.385,26.5,1,3,1,0,0,4,0,004,011,015,004,015,0.7,0.7,2.5,32,003,009,012,003,012,Partite
497,Nicola Sansone\7eb97a8e,it ITA,AttCen,Bologna,27,1991,33,26,2.269,25.2,4,3,1,3,4,6,0,016,012,028,004,016,9.1,6.1,4.2,103,036,017,053,024,041,Partite
498,Federico Santander\df85d472,py PAR,Att,Bologna,28,1991,24,5,770,8.6,1,0,0,1,1,6,0,012,000,012,000,000,3.2,2.4,0.9,33,037,011,048,028,039,Partite
499,Davide Santon\88c89891,it ITA,Dif,Roma,28,1991,15,7,619,6.9,0,0,0,0,0,4,0,000,000,000,000,000,0.1,0.1,0.1,01,001,001,002,001,002,Partite
500,Samir Santos\92b4758e,br BRA,Dif,Udinese,24,1994,21,16,1.546,17.2,1,0,1,0,0,3,0,006,000,006,006,006,0.8,0.8,0.4,12,004,002,007,004,007,Partite
501,Riccardo Saponara\3bb7af3b,it ITA,CenAtt,Genoa,27,1991,4,2,168,1.9,0,0,0,0,0,1,1,000,000,000,000,000,0.3,0.3,0.1,04,016,004,020,016,020,Partite
502,Riccardo Saponara\3bb7af3b,it ITA,CenAtt,Lecce,27,1991,13,11,947,10.5,2,4,2,0,0,2,0,019,038,057,019,057,2.0,2.0,2.7,47,019,026,045,019,045,Partite
503,Lasse Schöne\c3a8bcd8,dk DEN,Cen,Genoa,33,1986,32,29,2.427,27.0,2,3,2,0,1,5,0,007,011,019,007,019,3.0,2.2,3.2,55,011,012,023,008,020,Partite
504,Jerdy Schouten\2cfae697,nl NED,Cen,Bologna,22,1997,19,13,1.082,12.0,0,0,0,0,0,6,1,000,000,000,000,000,0.1,0.1,0.4,05,001,003,004,001,004,Partite
505,Matteo Scozzarella\ea164f99,it ITA,Cen,Parma,31,1988,16,12,920,10.2,0,3,0,0,0,2,0,000,029,029,000,029,0.1,0.1,1.2,14,001,012,013,001,013,Partite
506,Ken Sema\1770bd68,se SWE,DifCen,Udinese,25,1993,32,30,2.453,27.3,2,1,2,0,0,6,0,007,004,011,007,011,0.5,0.5,3.9,44,002,014,016,002,016,Partite
507,Alessandro Semprini\dd29f81d,it ITA,Dif,Brescia,21,1998,12,6,629,7.0,1,0,1,0,0,2,0,014,000,014,014,014,0.8,0.8,0.4,12,012,006,017,012,017,Partite
508,Stefano Sensi\b70bde8f,it ITA,CenAtt,Inter,23,1995,12,9,723,8.0,3,2,3,0,0,2,0,037,025,062,037,062,1.7,1.7,0.9,26,021,012,032,021,032,Partite
509,Luigi Sepe\343f753a,it ITA,Por,Parma,28,1991,34,34,3.060,34.0,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.4,04,000,001,001,000,001,Partite
510,Yevhen Shakhov\ff764de3,ua UKR,CenAtt,Lecce,28,1990,24,9,1.085,12.1,1,2,1,0,0,3,0,008,017,025,008,025,0.9,0.9,2.0,29,007,017,024,007,024,Partite
511,Luca Siligardi\1cac99dc,it ITA,AttCen,Parma,31,1988,12,3,337,3.7,0,1,0,0,0,0,0,000,027,027,000,027,0.7,0.7,0.1,08,019,003,022,019,022,Partite
512,André Silva\3effaa34,pt POR,Att,Milan,23,1995,1,1,60,0.7,0,0,0,0,0,1,0,000,000,000,000,000,0.3,0.3,0.0,03,048,000,048,048,048,Partite
513,Marco Silvestri\0d422df7,it ITA,Por,Hellas Verona,28,1991,35,35,3.150,35.0,0,0,0,0,0,2,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
514,Giovanni Simeone\343c0d52,ar ARG,Att,Cagliari,24,1995,37,34,2.924,32.5,12,3,12,0,0,4,0,037,009,046,037,046,12.2,12.2,2.3,145,038,007,045,038,045,Partite
515,Wilfried Singo\8b609c34,ci CIV,Dif,Torino,18,2000,4,1,132,1.5,1,0,1,0,0,0,0,068,000,068,068,068,0.2,0.2,0.1,03,012,006,018,012,018,Partite
516,Salvatore Sirigu\10dc46f0,it ITA,Por,Torino,32,1987,36,36,3.240,36.0,0,0,0,0,0,4,0,000,000,000,000,000,0.0,0.0,0.1,01,000,000,000,000,000,Partite
517,Łukasz Skorupski\ab4449d6,pl POL,Por,Bologna,28,1991,37,37,3.330,37.0,0,0,0,0,0,2,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
518,Andreas Skov Olsen\c50cee19,dk DEN,AttCen,Bologna,19,1999,26,7,760,8.4,1,0,1,0,0,2,0,012,000,012,012,012,1.6,1.6,0.5,21,019,005,025,019,025,Partite
519,Simon Skrabb\45af5134,fi FIN,CenAtt,Brescia,24,1995,10,3,257,2.9,0,0,0,0,0,1,0,000,000,000,000,000,0.1,0.1,0.4,05,004,015,019,004,019,Partite
520,Milan Škriniar\30f5ffa9,sk SVK,Dif,Inter,24,1995,32,30,2.627,29.2,0,0,0,0,0,9,1,000,000,000,000,000,0.9,0.9,0.3,13,003,001,004,003,004,Partite
521,Chris Smalling\b6964eb6,eng ENG,Dif,Roma,29,1989,30,29,2.566,28.5,3,2,3,0,0,3,0,011,007,018,011,018,1.9,1.9,1.2,31,007,004,011,007,011,Partite
522,Roberto Soriano\9d4c45d6,it ITA,Cen,Bologna,28,1991,29,29,2.469,27.4,5,5,5,0,0,4,2,018,018,036,018,036,3.7,3.7,5.3,90,014,019,033,014,033,Partite
523,Riccardo Sottil\94816803,it ITA,AttDif,Fiorentina,20,1999,18,4,514,5.7,0,0,0,0,0,3,0,000,000,000,000,000,0.7,0.7,0.6,13,013,010,023,013,023,Partite
524,Adama Soumaoro\7b075c75,fr FRA,Dif,Genoa,27,1992,8,7,637,7.1,1,0,1,0,0,2,0,014,000,014,014,014,0.6,0.6,0.0,06,009,000,009,009,009,Partite
525,Nikolas Špalek\9e90fb5d,sk SVK,CenAtt,Brescia,22,1997,25,20,1.579,17.5,2,1,2,0,0,5,0,011,006,017,011,017,3.8,3.8,1.8,56,022,010,032,022,032,Partite
526,Leonardo Spinazzola\3626daea,it ITA,Dif,Roma,26,1993,24,18,1.548,17.2,1,2,1,0,0,2,0,006,012,017,006,017,1.3,1.3,2.9,42,008,017,025,008,025,Partite
527,Marco Sportiello\ac4003af,it ITA,Por,Atalanta,27,1992,6,5,525,5.8,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
528,Mattia Sprocati\bdd0692f,it ITA,Att,Parma,26,1993,20,4,590,6.6,1,0,1,0,0,0,0,015,000,015,015,015,1.1,1.1,0.2,13,017,003,020,017,020,Partite
529,Mariusz Stępiński\7b536033,pl POL,Att,Hellas Verona,24,1995,21,7,706,7.8,3,1,3,0,0,3,1,038,013,051,038,051,2.9,2.9,0.1,30,037,001,038,037,038,Partite
530,Thomas Strakosha\339fe0e8,al ALB,Por,Lazio,24,1995,38,38,3.420,38.0,0,0,0,0,0,2,0,000,000,000,000,000,0.0,0.0,0.2,02,000,000,000,000,000,Partite
531,Gabriel Strefezza\674cfc5a,br BRA,DifCen,SPAL,22,1997,32,24,2.110,23.4,1,2,1,0,0,9,1,004,009,013,004,013,2.3,2.3,1.3,36,010,005,015,010,015,Partite
532,Jens Stryger Larsen\f91e81c9,dk DEN,Dif,Udinese,28,1991,33,32,2.789,31.0,1,3,1,0,0,5,0,003,010,013,003,013,1.6,1.6,1.9,35,005,006,011,005,011,Partite
533,Stefano Sturaro\2334478a,it ITA,Cen,Genoa,26,1993,16,15,1.252,13.9,1,2,1,0,0,7,0,007,014,022,007,022,2.1,2.1,1.1,32,015,008,023,015,023,Partite
534,Suso\4e219ad2,es ESP,AttCen,Milan,25,1993,16,15,1.359,15.1,1,2,1,0,0,2,0,007,013,020,007,020,1.2,1.2,3.5,47,008,023,031,008,031,Partite
535,Bosko Sutalo\1d0bb7e4,hr CRO,Dif,Atalanta,19,2000,7,3,280,3.1,0,0,0,0,0,1,0,000,000,000,000,000,0.1,0.1,0.1,02,002,003,005,002,005,Partite
536,Mattias Svanberg\92d83c27,se SWE,Cen,Bologna,20,1999,25,12,1.051,11.7,1,2,1,0,0,2,0,009,017,026,009,026,2.0,2.0,1.4,35,017,012,030,017,030,Partite
537,Wojciech Szczęsny\01b8a2b2,pl POL,Por,Juventus,29,1990,29,29,2.591,28.8,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
538,Andrea Tabanelli\b59e02da,it ITA,Cen,Lecce,29,1990,13,11,964,10.7,1,0,1,0,0,4,0,009,000,009,009,009,0.9,0.9,0.1,11,009,001,010,009,010,Partite
539,Panagiotis Tachtsidis\e26bd2f4,gr GRE,Cen,Lecce,28,1991,28,24,2.003,22.3,0,2,0,0,0,7,1,000,009,009,000,009,0.7,0.7,1.3,19,003,006,009,003,009,Partite
540,Adrien Tameze\8da74c05,cm CMR,Cen,Atalanta,25,1994,7,2,211,2.3,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.2,02,000,009,009,000,009,Partite
541,Łukasz Teodorczyk\7e81a17d,pl POL,AttDif,Udinese,28,1991,14,1,222,2.5,0,1,0,0,0,1,0,000,041,041,000,041,0.4,0.4,0.8,13,018,033,051,018,051,Partite
